log_file,run_type,task,model,stimulus_group,stimulus_index,legacy_pnum,seed,status,probable_cause
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,urgency,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,1,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,1,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,1,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,2,,42,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,2,,43,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,word_in_context,flan-t5-large,regret,2,,44,failed,Traceback (most recent call last):
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,sum,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,active_to_passive,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,regret,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,regret,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,regret,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,regret,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,antonyms,flan-t5-large,regret,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,competence_threat,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,inconsistency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,social_comparison,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,1,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,1,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,2,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,2,,43,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,urgency,2,,44,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,regret,1,,42,success,
results\batch_logs\h3_batch_base.log,h3,cause_and_effect,flan-t5-large,regret,1,,43,success,
